OMRÅDE;CIVILSTAND;TID;INDHOLD
Copenhagen;Divorced;2010Q4;49662
Copenhagen;Divorced;2011Q1;49818
Copenhagen;Divorced;2011Q2;50088
Copenhagen;Divorced;2011Q3;50064
Copenhagen;Divorced;2011Q4;50062
Copenhagen;Divorced;2012Q1;50044
Copenhagen;Divorced;2012Q2;50313
Copenhagen;Divorced;2012Q3;50322
Copenhagen;Divorced;2012Q4;50270
Copenhagen;Divorced;2013Q1;50277
Copenhagen;Divorced;2013Q2;50567
Copenhagen;Divorced;2013Q3;50616
Copenhagen;Divorced;2013Q4;50511
Copenhagen;Divorced;2014Q1;51243
Copenhagen;Divorced;2014Q2;51660
Copenhagen;Divorced;2014Q3;51959
Copenhagen;Divorced;2014Q4;52260
Copenhagen;Divorced;2015Q1;52437
Copenhagen;Divorced;2015Q2;52538
Copenhagen;Divorced;2015Q3;52795
Copenhagen;Divorced;2015Q4;52919
Copenhagen;Divorced;2016Q1;53199
Copenhagen;Divorced;2016Q2;53446
Copenhagen;Divorced;2016Q3;53723
Copenhagen;Divorced;2016Q4;53807
Copenhagen;Divorced;2017Q1;53957
Copenhagen;Divorced;2017Q2;54272
Copenhagen;Divorced;2017Q3;54275
Copenhagen;Divorced;2017Q4;54336
Copenhagen;Divorced;2018Q1;54466
Copenhagen;Divorced;2018Q2;54682
Copenhagen;Divorced;2018Q3;54697
Copenhagen;Divorced;2018Q4;54623
Copenhagen;Divorced;2019Q1;54946
Copenhagen;Divorced;2019Q2;54882
Copenhagen;Divorced;2019Q3;54771
Copenhagen;Divorced;2019Q4;54682
Copenhagen;Divorced;2020Q1;54740
Copenhagen;Divorced;2020Q2;54993
Copenhagen;Divorced;2020Q3;55024
Copenhagen;Divorced;2020Q4;55063
Copenhagen;Divorced;2021Q1;55279
Copenhagen;Divorced;2021Q2;55394
Copenhagen;Divorced;2021Q3;55299
Copenhagen;Divorced;2021Q4;55305
Copenhagen;Divorced;2022Q1;55415
Frederiksberg;Never married;2008Q1;50734
Frederiksberg;Never married;2008Q2;51256
Frederiksberg;Never married;2008Q3;51247
Frederiksberg;Never married;2008Q4;52060
Frederiksberg;Never married;2009Q1;52113
Frederiksberg;Never married;2009Q2;52682
Frederiksberg;Never married;2009Q3;52614
Frederiksberg;Never married;2009Q4;53449
Frederiksberg;Never married;2010Q1;53606
Frederiksberg;Never married;2010Q2;54358
Frederiksberg;Never married;2010Q3;54366
Frederiksberg;Never married;2010Q4;55369
Frederiksberg;Never married;2011Q1;55426
Frederiksberg;Never married;2011Q2;56100
Frederiksberg;Never married;2011Q3;55994
Frederiksberg;Never married;2011Q4;56920
Frederiksberg;Never married;2012Q1;57008
Frederiksberg;Never married;2012Q2;57712
Frederiksberg;Never married;2012Q3;57514
Frederiksberg;Never married;2012Q4;58548
Frederiksberg;Never married;2013Q1;58726
Frederiksberg;Never married;2013Q2;59154
Frederiksberg;Never married;2013Q3;58862
Frederiksberg;Never married;2013Q4;59414
Frederiksberg;Never married;2014Q1;59507
Frederiksberg;Never married;2014Q2;59630
Frederiksberg;Never married;2014Q3;59484
Frederiksberg;Never married;2014Q4;60045
Frederiksberg;Never married;2015Q1;59992
Frederiksberg;Never married;2015Q2;60584
Frederiksberg;Never married;2015Q3;60417
Frederiksberg;Never married;2015Q4;61072
Frederiksberg;Never married;2016Q1;60975
Frederiksberg;Never married;2016Q2;61177
Frederiksberg;Never married;2016Q3;60772
Frederiksberg;Never married;2016Q4;61483
Frederiksberg;Never married;2017Q1;61445
Frederiksberg;Never married;2017Q2;61568
Frederiksberg;Never married;2017Q3;61137
Frederiksberg;Never married;2017Q4;61475
Frederiksberg;Never married;2018Q1;60909
Frederiksberg;Never married;2018Q2;61269
Frederiksberg;Never married;2018Q3;60596
Frederiksberg;Never married;2018Q4;61191
Frederiksberg;Never married;2019Q1;60552
Frederiksberg;Never married;2019Q2;60983
Frederiksberg;Never married;2019Q3;60364
Frederiksberg;Never married;2019Q4;61305
Frederiksberg;Never married;2020Q1;60781
Frederiksberg;Never married;2020Q2;60894
Frederiksberg;Never married;2020Q3;60802
Frederiksberg;Never married;2020Q4;61020
Frederiksberg;Never married;2021Q1;60521
Frederiksberg;Never married;2021Q2;60409
Frederiksberg;Never married;2021Q3;60220
Frederiksberg;Never married;2021Q4;60957
Frederiksberg;Never married;2022Q1;60943
Frederiksberg;Married/separated;2008Q1;27703
Frederiksberg;Married/separated;2008Q2;27601
Frederiksberg;Married/separated;2008Q3;27751
Frederiksberg;Married/separated;2008Q4;28109
Frederiksberg;Married/separated;2009Q1;28103
Frederiksberg;Married/separated;2009Q2;27902
Frederiksberg;Married/separated;2009Q3;28116
Frederiksberg;Married/separated;2009Q4;28549
Frederiksberg;Married/separated;2010Q1;28428
Frederiksberg;Married/separated;2010Q2;28297
Frederiksberg;Married/separated;2010Q3;28445
Frederiksberg;Married/separated;2010Q4;28677
Frederiksberg;Married/separated;2011Q1;28606
Frederiksberg;Married/separated;2011Q2;28402
Frederiksberg;Married/separated;2011Q3;28453
Frederiksberg;Married/separated;2011Q4;28666
Frederiksberg;Married/separated;2012Q1;28553
Frederiksberg;Married/separated;2012Q2;28439
Frederiksberg;Married/separated;2012Q3;28529
Frederiksberg;Married/separated;2012Q4;28759
Frederiksberg;Married/separated;2013Q1;28746
Frederiksberg;Married/separated;2013Q2;28587
Frederiksberg;Married/separated;2013Q3;28525
Frederiksberg;Married/separated;2013Q4;28807
Frederiksberg;Married/separated;2014Q1;28593
Frederiksberg;Married/separated;2014Q2;28373
Frederiksberg;Married/separated;2014Q3;28452
Frederiksberg;Married/separated;2014Q4;28639
Frederiksberg;Married/separated;2015Q1;28532
Frederiksberg;Married/separated;2015Q2;28540
Frederiksberg;Married/separated;2015Q3;28614
Frederiksberg;Married/separated;2015Q4;28893
Frederiksberg;Married/separated;2016Q1;28862
Frederiksberg;Married/separated;2016Q2;28708
Frederiksberg;Married/separated;2016Q3;28722
Frederiksberg;Married/separated;2016Q4;28976
Frederiksberg;Married/separated;2017Q1;28849
Frederiksberg;Married/separated;2017Q2;28688
Frederiksberg;Married/separated;2017Q3;28819
Frederiksberg;Married/separated;2017Q4;29029
Frederiksberg;Married/separated;2018Q1;28895
Frederiksberg;Married/separated;2018Q2;28708
Frederiksberg;Married/separated;2018Q3;28789
Frederiksberg;Married/separated;2018Q4;29073
Frederiksberg;Married/separated;2019Q1;28950
Frederiksberg;Married/separated;2019Q2;28833
Frederiksberg;Married/separated;2019Q3;28949
Frederiksberg;Married/separated;2019Q4;29302
Frederiksberg;Married/separated;2020Q1;29185
Frederiksberg;Married/separated;2020Q2;28996
Frederiksberg;Married/separated;2020Q3;28951
Frederiksberg;Married/separated;2020Q4;28969
Frederiksberg;Married/separated;2021Q1;28838
Frederiksberg;Married/separated;2021Q2;28587
Frederiksberg;Married/separated;2021Q3;28482
Frederiksberg;Married/separated;2021Q4;28606
Frederiksberg;Married/separated;2022Q1;28477
Frederiksberg;Widowed;2008Q1;5715
Frederiksberg;Widowed;2008Q2;5672
Frederiksberg;Widowed;2008Q3;5629
Frederiksberg;Widowed;2008Q4;5585
Frederiksberg;Widowed;2009Q1;5555
Frederiksberg;Widowed;2009Q2;5497
Frederiksberg;Widowed;2009Q3;5466
Frederiksberg;Widowed;2009Q4;5422
Frederiksberg;Widowed;2010Q1;5359
Frederiksberg;Widowed;2010Q2;5334
Frederiksberg;Widowed;2010Q3;5308
Frederiksberg;Widowed;2010Q4;5294
Frederiksberg;Widowed;2011Q1;5248
Frederiksberg;Widowed;2011Q2;5209
Frederiksberg;Widowed;2011Q3;5176
Frederiksberg;Widowed;2011Q4;5151
Frederiksberg;Widowed;2012Q1;5138
Frederiksberg;Widowed;2012Q2;5105
Frederiksberg;Widowed;2012Q3;5038
Frederiksberg;Widowed;2012Q4;5012
Frederiksberg;Widowed;2013Q1;4973
Frederiksberg;Widowed;2013Q2;4920
Frederiksberg;Widowed;2013Q3;4897
Frederiksberg;Widowed;2013Q4;4867
Frederiksberg;Widowed;2014Q1;4823
Frederiksberg;Widowed;2014Q2;4811
Frederiksberg;Widowed;2014Q3;4793
Frederiksberg;Widowed;2014Q4;4761
Frederiksberg;Widowed;2015Q1;4706
Frederiksberg;Widowed;2015Q2;4660
Frederiksberg;Widowed;2015Q3;4628
Frederiksberg;Widowed;2015Q4;4602
Frederiksberg;Widowed;2016Q1;4573
Frederiksberg;Widowed;2016Q2;4544
Frederiksberg;Widowed;2016Q3;4532
Frederiksberg;Widowed;2016Q4;4528
Frederiksberg;Widowed;2017Q1;4495
Frederiksberg;Widowed;2017Q2;4451
Frederiksberg;Widowed;2017Q3;4418
Frederiksberg;Widowed;2017Q4;4380
Frederiksberg;Widowed;2018Q1;4372
Frederiksberg;Widowed;2018Q2;4339
Frederiksberg;Widowed;2018Q3;4315
Frederiksberg;Widowed;2018Q4;4284
Frederiksberg;Widowed;2019Q1;4253
Frederiksberg;Widowed;2019Q2;4254
Frederiksberg;Widowed;2019Q3;4267
Frederiksberg;Widowed;2019Q4;4256
Frederiksberg;Widowed;2020Q1;4220
Frederiksberg;Widowed;2020Q2;4221
Frederiksberg;Widowed;2020Q3;4204
Frederiksberg;Widowed;2020Q4;4198
Frederiksberg;Widowed;2021Q1;4161
Frederiksberg;Widowed;2021Q2;4137
Frederiksberg;Widowed;2021Q3;4117
Frederiksberg;Widowed;2021Q4;4111
Frederiksberg;Widowed;2022Q1;4087
Frederiksberg;Divorced;2008Q1;9292
Frederiksberg;Divorced;2008Q2;9319
Frederiksberg;Divorced;2008Q3;9294
Frederiksberg;Divorced;2008Q4;9251
Frederiksberg;Divorced;2009Q1;9258
Frederiksberg;Divorced;2009Q2;9348
Frederiksberg;Divorced;2009Q3;9369
Frederiksberg;Divorced;2009Q4;9300
Frederiksberg;Divorced;2010Q1;9325
Frederiksberg;Divorced;2010Q2;9379
Frederiksberg;Divorced;2010Q3;9398
Frederiksberg;Divorced;2010Q4;9449
Frederiksberg;Divorced;2011Q1;9502
Frederiksberg;Divorced;2011Q2;9526
Frederiksberg;Divorced;2011Q3;9534
Frederiksberg;Divorced;2011Q4;9520
Frederiksberg;Divorced;2012Q1;9516
Frederiksberg;Divorced;2012Q2;9558
Frederiksberg;Divorced;2012Q3;9556
Frederiksberg;Divorced;2012Q4;9632
Frederiksberg;Divorced;2013Q1;9584
Frederiksberg;Divorced;2013Q2;9645
Frederiksberg;Divorced;2013Q3;9675
Frederiksberg;Divorced;2013Q4;9663
Frederiksberg;Divorced;2014Q1;9794
Frederiksberg;Divorced;2014Q2;9868
Frederiksberg;Divorced;2014Q3;9929
Frederiksberg;Divorced;2014Q4;9960
Frederiksberg;Divorced;2015Q1;9962
Frederiksberg;Divorced;2015Q2;9948
Frederiksberg;Divorced;2015Q3;10007
Frederiksberg;Divorced;2015Q4;10045
Frederiksberg;Divorced;2016Q1;10071
Frederiksberg;Divorced;2016Q2;10109
Frederiksberg;Divorced;2016Q3;10154
Frederiksberg;Divorced;2016Q4;10205
Frederiksberg;Divorced;2017Q1;10248
Frederiksberg;Divorced;2017Q2;10295
Frederiksberg;Divorced;2017Q3;10267
Frederiksberg;Divorced;2017Q4;10248
Frederiksberg;Divorced;2018Q1;10234
Frederiksberg;Divorced;2018Q2;10237
Frederiksberg;Divorced;2018Q3;10214
Frederiksberg;Divorced;2018Q4;10187
Frederiksberg;Divorced;2019Q1;10205
Frederiksberg;Divorced;2019Q2;10156
Frederiksberg;Divorced;2019Q3;10145
Frederiksberg;Divorced;2019Q4;10124
Frederiksberg;Divorced;2020Q1;10119
Frederiksberg;Divorced;2020Q2;10183
Frederiksberg;Divorced;2020Q3;10161
Frederiksberg;Divorced;2020Q4;10164
Frederiksberg;Divorced;2021Q1;10157
Frederiksberg;Divorced;2021Q2;10151
Frederiksberg;Divorced;2021Q3;10121
Frederiksberg;Divorced;2021Q4;10108
Frederiksberg;Divorced;2022Q1;10101
Dragør;Never married;2008Q1;4895
Dragør;Never married;2008Q2;4946
Dragør;Never married;2008Q3;4964
Dragør;Never married;2008Q4;5013
Dragør;Never married;2009Q1;5001
Dragør;Never married;2009Q2;5025
Dragør;Never married;2009Q3;5035
Dragør;Never married;2009Q4;5079
Dragør;Never married;2010Q1;5086
Dragør;Never married;2010Q2;5124
Dragør;Never married;2010Q3;5173
Dragør;Never married;2010Q4;5199
Dragør;Never married;2011Q1;5206
Dragør;Never married;2011Q2;5234
Dragør;Never married;2011Q3;5237
Dragør;Never married;2011Q4;5222
Dragør;Never married;2012Q1;5231
Dragør;Never married;2012Q2;5263
Dragør;Never married;2012Q3;5323
Dragør;Never married;2012Q4;5321
Dragør;Never married;2013Q1;5374
Dragør;Never married;2013Q2;5361
Dragør;Never married;2013Q3;5371
Dragør;Never married;2013Q4;5381
Dragør;Never married;2014Q1;5432
Dragør;Never married;2014Q2;5426
Dragør;Never married;2014Q3;5439
Dragør;Never married;2014Q4;5448
Dragør;Never married;2015Q1;5467
Dragør;Never married;2015Q2;5445
Dragør;Never married;2015Q3;5489
Dragør;Never married;2015Q4;5518
Dragør;Never married;2016Q1;5532
Dragør;Never married;2016Q2;5530
Dragør;Never married;2016Q3;5569
Dragør;Never married;2016Q4;5592
Dragør;Never married;2017Q1;5660
Dragør;Never married;2017Q2;5660
Dragør;Never married;2017Q3;5684
Dragør;Never married;2017Q4;5688
Dragør;Never married;2018Q1;5685
Dragør;Never married;2018Q2;5658
Dragør;Never married;2018Q3;5664
Dragør;Never married;2018Q4;5713
Dragør;Never married;2019Q1;5712
Dragør;Never married;2019Q2;5754
Dragør;Never married;2019Q3;5817
Dragør;Never married;2019Q4;5850
Dragør;Never married;2020Q1;5844
Dragør;Never married;2020Q2;5856
Dragør;Never married;2020Q3;5866
Dragør;Never married;2020Q4;5856
Dragør;Never married;2021Q1;5907
Dragør;Never married;2021Q2;5889
Dragør;Never married;2021Q3;5895
Dragør;Never married;2021Q4;5898
Dragør;Never married;2022Q1;5917
Dragør;Married/separated;2008Q1;6555
Dragør;Married/separated;2008Q2;6547
Dragør;Married/separated;2008Q3;6568
Dragør;Married/separated;2008Q4;6630
Dragør;Married/separated;2009Q1;6587
Dragør;Married/separated;2009Q2;6575
Dragør;Married/separated;2009Q3;6598
Dragør;Married/separated;2009Q4;6655
Dragør;Married/separated;2010Q1;6642
Dragør;Married/separated;2010Q2;6627
Dragør;Married/separated;2010Q3;6645
Dragør;Married/separated;2010Q4;6669
Dragør;Married/separated;2011Q1;6656
Dragør;Married/separated;2011Q2;6656
Dragør;Married/separated;2011Q3;6645
Dragør;Married/separated;2011Q4;6633
Dragør;Married/separated;2012Q1;6582
Dragør;Married/separated;2012Q2;6558
Dragør;Married/separated;2012Q3;6582
Dragør;Married/separated;2012Q4;6620
Dragør;Married/separated;2013Q1;6627
Dragør;Married/separated;2013Q2;6589
Dragør;Married/separated;2013Q3;6570
Dragør;Married/separated;2013Q4;6576
Dragør;Married/separated;2014Q1;6569
Dragør;Married/separated;2014Q2;6545
Dragør;Married/separated;2014Q3;6532
Dragør;Married/separated;2014Q4;6527
Dragør;Married/separated;2015Q1;6543
Dragør;Married/separated;2015Q2;6523
Dragør;Married/separated;2015Q3;6563
Dragør;Married/separated;2015Q4;6580
Dragør;Married/separated;2016Q1;6598
Dragør;Married/separated;2016Q2;6593
Dragør;Married/separated;2016Q3;6597
Dragør;Married/separated;2016Q4;6599
Dragør;Married/separated;2017Q1;6581
Dragør;Married/separated;2017Q2;6526
Dragør;Married/separated;2017Q3;6526
Dragør;Married/separated;2017Q4;6528
Dragør;Married/separated;2018Q1;6518
Dragør;Married/separated;2018Q2;6478
Dragør;Married/separated;2018Q3;6451
Dragør;Married/separated;2018Q4;6463
Dragør;Married/separated;2019Q1;6464
Dragør;Married/separated;2019Q2;6469
Dragør;Married/separated;2019Q3;6450
Dragør;Married/separated;2019Q4;6507
Dragør;Married/separated;2020Q1;6546
Dragør;Married/separated;2020Q2;6546
Dragør;Married/separated;2020Q3;6535
Dragør;Married/separated;2020Q4;6539
Dragør;Married/separated;2021Q1;6562
Dragør;Married/separated;2021Q2;6556
Dragør;Married/separated;2021Q3;6566
Dragør;Married/separated;2021Q4;6612
Dragør;Married/separated;2022Q1;6621
Dragør;Widowed;2008Q1;861
Dragør;Widowed;2008Q2;860
Dragør;Widowed;2008Q3;853
Dragør;Widowed;2008Q4;862
Dragør;Widowed;2009Q1;861
Dragør;Widowed;2009Q2;862
Dragør;Widowed;2009Q3;866
Dragør;Widowed;2009Q4;853
Dragør;Widowed;2010Q1;852
Dragør;Widowed;2010Q2;853
Dragør;Widowed;2010Q3;857
Dragør;Widowed;2010Q4;859
Dragør;Widowed;2011Q1;859
Dragør;Widowed;2011Q2;860
Dragør;Widowed;2011Q3;862
Dragør;Widowed;2011Q4;860
Dragør;Widowed;2012Q1;873
Dragør;Widowed;2012Q2;872
Dragør;Widowed;2012Q3;878
Dragør;Widowed;2012Q4;868
Dragør;Widowed;2013Q1;867
Dragør;Widowed;2013Q2;871
Dragør;Widowed;2013Q3;881
Dragør;Widowed;2013Q4;886
Dragør;Widowed;2014Q1;876
Dragør;Widowed;2014Q2;884
Dragør;Widowed;2014Q3;883
Dragør;Widowed;2014Q4;885
Dragør;Widowed;2015Q1;892
Dragør;Widowed;2015Q2;896
Dragør;Widowed;2015Q3;897
Dragør;Widowed;2015Q4;892
Dragør;Widowed;2016Q1;890
Dragør;Widowed;2016Q2;875
Dragør;Widowed;2016Q3;875
Dragør;Widowed;2016Q4;872
Dragør;Widowed;2017Q1;867
Dragør;Widowed;2017Q2;872
Dragør;Widowed;2017Q3;867
Dragør;Widowed;2017Q4;870
Dragør;Widowed;2018Q1;868
Dragør;Widowed;2018Q2;863
Dragør;Widowed;2018Q3;869
Dragør;Widowed;2018Q4;878
Dragør;Widowed;2019Q1;878
Dragør;Widowed;2019Q2;883
Dragør;Widowed;2019Q3;897
Dragør;Widowed;2019Q4;896
Dragør;Widowed;2020Q1;893
Dragør;Widowed;2020Q2;887
Dragør;Widowed;2020Q3;878
Dragør;Widowed;2020Q4;870
Dragør;Widowed;2021Q1;860
Dragør;Widowed;2021Q2;871
Dragør;Widowed;2021Q3;876
Dragør;Widowed;2021Q4;871
Dragør;Widowed;2022Q1;875
Dragør;Divorced;2008Q1;950
Dragør;Divorced;2008Q2;962
Dragør;Divorced;2008Q3;965
Dragør;Divorced;2008Q4;947
Dragør;Divorced;2009Q1;962
Dragør;Divorced;2009Q2;954
Dragør;Divorced;2009Q3;961
Dragør;Divorced;2009Q4;963
Dragør;Divorced;2010Q1;984
Dragør;Divorced;2010Q2;987
Dragør;Divorced;2010Q3;986
Dragør;Divorced;2010Q4;983
Dragør;Divorced;2011Q1;996
Dragør;Divorced;2011Q2;993
Dragør;Divorced;2011Q3;997
Dragør;Divorced;2011Q4;1007
Dragør;Divorced;2012Q1;1006
Dragør;Divorced;2012Q2;1030
Dragør;Divorced;2012Q3;1024
Dragør;Divorced;2012Q4;1038
Dragør;Divorced;2013Q1;1049
Dragør;Divorced;2013Q2;1059
Dragør;Divorced;2013Q3;1061
Dragør;Divorced;2013Q4;1070
Dragør;Divorced;2014Q1;1100
Dragør;Divorced;2014Q2;1095
Dragør;Divorced;2014Q3;1097
Dragør;Divorced;2014Q4;1110
Dragør;Divorced;2015Q1;1126
Dragør;Divorced;2015Q2;1105
Dragør;Divorced;2015Q3;1102
Dragør;Divorced;2015Q4;1116
Dragør;Divorced;2016Q1;1122
Dragør;Divorced;2016Q2;1148
Dragør;Divorced;2016Q3;1165
Dragør;Divorced;2016Q4;1162
Dragør;Divorced;2017Q1;1180
Dragør;Divorced;2017Q2;1195
Dragør;Divorced;2017Q3;1186
Dragør;Divorced;2017Q4;1183
Dragør;Divorced;2018Q1;1201
Dragør;Divorced;2018Q2;1223
Dragør;Divorced;2018Q3;1217
Dragør;Divorced;2018Q4;1225
Dragør;Divorced;2019Q1;1216
Dragør;Divorced;2019Q2;1215
Dragør;Divorced;2019Q3;1230
Dragør;Divorced;2019Q4;1222
Dragør;Divorced;2020Q1;1211
Dragør;Divorced;2020Q2;1219
Dragør;Divorced;2020Q3;1236
Dragør;Divorced;2020Q4;1232
Dragør;Divorced;2021Q1;1240
Dragør;Divorced;2021Q2;1259
Dragør;Divorced;2021Q3;1251
Dragør;Divorced;2021Q4;1235
Dragør;Divorced;2022Q1;1227
Tårnby;Never married;2008Q1;16786
Tårnby;Never married;2008Q2;16848
Tårnby;Never married;2008Q3;16935
Tårnby;Never married;2008Q4;16914
Tårnby;Never married;2009Q1;16936
Tårnby;Never married;2009Q2;17004
Tårnby;Never married;2009Q3;17085
Tårnby;Never married;2009Q4;17116
Tårnby;Never married;2010Q1;17138
Tårnby;Never married;2010Q2;17285
Tårnby;Never married;2010Q3;17327
Tårnby;Never married;2010Q4;17408
Tårnby;Never married;2011Q1;17504
Tårnby;Never married;2011Q2;17665
Tårnby;Never married;2011Q3;17760
Tårnby;Never married;2011Q4;17811
Tårnby;Never married;2012Q1;17873
Tårnby;Never married;2012Q2;17936
Tårnby;Never married;2012Q3;18000
Tårnby;Never married;2012Q4;18159
Tårnby;Never married;2013Q1;18281
Tårnby;Never married;2013Q2;18386
Tårnby;Never married;2013Q3;18505
Tårnby;Never married;2013Q4;18600
Tårnby;Never married;2014Q1;18685
Tårnby;Never married;2014Q2;18895
Tårnby;Never married;2014Q3;19051
Tårnby;Never married;2014Q4;19163
Tårnby;Never married;2015Q1;19207
Tårnby;Never married;2015Q2;19209
Tårnby;Never married;2015Q3;19316
Tårnby;Never married;2015Q4;19473
Tårnby;Never married;2016Q1;19527
Tårnby;Never married;2016Q2;19632
Tårnby;Never married;2016Q3;19658
Tårnby;Never married;2016Q4;19723
Tårnby;Never married;2017Q1;19764
Tårnby;Never married;2017Q2;19789
Tårnby;Never married;2017Q3;19834
